bearing,obs_index,n_obs_bearing,rul_min,h_rms,h_std,h_p2p,h_crest,h_skew,h_kurtosis,h_energy,h_spec_centroid,h_spec_entropy,h_band_low,h_band_mid,h_band_high,v_rms,v_std,v_p2p,v_crest,v_skew,v_kurtosis,v_energy,v_spec_centroid,v_spec_entropy,v_band_low,v_band_mid,v_band_high
Bearing1_1,10,2803,465.3333333333333,0.5416323660213401,0.541631345990577,4.741,4.693220271662727,0.028559522982095433,0.4007770330897049,751.015987,3846.111602491781,0.7659014639176006,0.050613421780893425,0.8201445342233213,0.129117573210958,0.4561892087068972,0.4561878758993088,3.518,4.318383605750153,-0.05204060949197683,0.0715352050093645,532.758001,6512.694138769078,0.8983664849669906,0.011890291694847639,0.3124818906387377,0.6755925089474932
Bearing1_1,11,2803,465.1666666666667,0.5229976622199185,0.5229935675779438,3.525,3.663496299137049,0.0854562375706456,0.20389453735639274,700.22798,3940.1583864455674,0.7537551491413004,0.038763415986263663,0.8303190608021042,0.13073377296240052,0.46522281120179393,0.4650627968343519,3.6189999999999998,4.118456691860108,0.0029585514698308377,0.07862693327592662,554.066596,6806.686288743761,0.900809257377278,0.011680997238073672,0.2875497098949193,0.7007653442999904
Bearing1_1,12,2803,465.0,0.5476170494172913,0.5476168074013188,3.8230000000000004,3.708796141685413,-0.045474464037895936,0.005362844055808669,767.704148,3890.752237950886,0.7366926113401849,0.03219752533160556,0.8458633745310358,0.12190858495203023,0.46141112700605735,0.46131501677767855,2.976,3.337587478638726,0.014093889702964279,0.019205631745115248,545.024584,6626.546657426942,0.8976781278612385,0.012910076898536502,0.28592699136744787,0.7011432741220361
Bearing1_1,13,2803,464.8333333333333,0.5507843913030988,0.5507756958705718,3.815,3.64752529614522,-0.0396324929528676,0.026387905155565328,776.610421,3901.317760556996,0.7445279197814847,0.04377328084633766,0.8304424002498368,0.1257837053183954,0.4808286377767551,0.48082400745683507,3.317,3.6520287313154935,-0.05073325167379824,0.10928387375768,591.862218,6700.947064952286,0.895799852493974,0.010874287333512679,0.2856571337114246,0.7034685789075442
Bearing1_1,14,2803,464.6666666666667,0.5464672294040147,0.5464472318417397,3.615,3.513476923573222,-0.02346315355383246,-0.08275778480873486,764.483668,3821.756845411338,0.7569009159734935,0.04678392856854447,0.830521834959966,0.12265462694356502,0.4564499655972712,0.4564338863594458,2.91,3.2424145285308525,-0.046967680174404516,0.051080177118335346,533.3672220000001,6459.265129314511,0.8984925376626598,0.012709161492774448,0.3175769243670455,0.6697125643219639
Bearing1_1,15,2803,464.5,0.5271867557048687,0.5271599050657026,4.2620000000000005,4.290699596532201,-0.051494330362859796,0.05696838632093737,711.490241,3828.9638711966513,0.7679719470133993,0.03906585514961602,0.8372391278836189,0.12347005417175898,0.46471074042421806,0.4646954486055156,3.242,3.524773278329499,-0.043403215833749696,0.08609266697918949,552.847545,6739.138417904815,0.9045147601841456,0.012152199509970683,0.2719491976778433,0.7158308416407148
Bearing1_1,16,2803,464.3333333333333,0.5364031158880185,0.5364016144797189,3.566,3.665153951884257,0.040424660922092376,-0.08160788234722327,736.584455,3869.60770311321,0.7742616599432748,0.03576742546052515,0.8205188255779932,0.1437004951433114,0.46846508632914685,0.46845292596749105,2.9989999999999997,3.3364279337176157,-0.014539104896510209,-0.03926748079767073,561.816415,6634.127717021187,0.8968169981493782,0.010573721323706476,0.2858345559048023,0.7035836666966617
Bearing1_1,17,2803,464.1666666666667,0.5191361130823495,0.5191312878292889,3.561,3.476930143200568,-0.013225755782940244,0.042473661233831894,689.925898,3944.14873255018,0.772450703531769,0.029349004048377435,0.840006288874989,0.13007274053492074,0.47019588836728465,0.47018780984138403,3.121,3.364555154859735,0.008377837277695185,-0.07262085131824847,565.975484,6662.8248280165035,0.8931575773471926,0.009028701102413408,0.2979392059072983,0.6929431374711448
Bearing1_1,18,2803,464.0,0.5371528486497116,0.537148536467225,3.5780000000000003,3.4459465395241256,-0.00457442761160331,0.17362306198781008,738.644948,3904.53955435539,0.7777236829031212,0.030880204762589018,0.8297768710365439,0.13922029587753967,0.47637420911440514,0.47627446151509933,3.33,3.581218225838692,0.0569661040477254,-0.011604685738470177,580.946911,6532.193029082361,0.8933652997915743,0.010240473127934151,0.2942303954480804,0.69522329023112
Bearing1_1,19,2803,463.8333333333333,0.5347634563962603,0.5347370716444326,3.518,3.302394692227047,0.006531259146055282,0.05929717238488097,732.088203,3822.7307969834455,0.7712175491218768,0.0389698200521416,0.8377884663576559,0.12319288111171567,0.4870807403873099,0.4870049230933785,3.4459999999999997,3.617470069949631,0.00615819305830466,0.059156286628821775,607.353978,6559.349025658582,0.8998054475438803,0.009809712061915945,0.29768707598627486,0.6924832905986916
Bearing1_1,20,2803,463.6666666666667,0.4961157815974009,0.4961094668671768,3.799,4.047442299728124,-0.07239461816965043,0.12663747756174715,630.095024,3776.591123562749,0.7906029012401778,0.0396196589708313,0.8390354026401026,0.12108687336347417,0.4719165606697597,0.47185778242191023,3.2560000000000002,3.6510691584009285,0.003466856693017325,0.11907322033865109,570.125415,6575.598014670646,0.9006414538864397,0.009853631923208333,0.29044292890134776,0.6996367914372001
Bearing1_1,21,2803,463.5,0.5994381861897855,0.5993401254986311,4.433999999999999,3.790215659168353,0.03643370175954942,0.11516635061581937,919.874916,3850.923418831525,0.7413433502897376,0.031342121305357365,0.8573135794918553,0.11114975694406123,0.49445152378671053,0.4944472967536255,3.263,3.6970257185182356,-0.010521655328683458,-0.14958213154211464,625.8747119999999,6590.393671746575,0.8943988037668802,0.00990309057083586,0.3036792466423952,0.6863967620347802
Bearing1_1,22,2803,463.3333333333333,0.5460341567984782,0.5460212017874041,3.729,3.481467187228713,-0.02481168117816431,0.19749874782427757,763.272449,3878.9915732587,0.7622434380690113,0.02733668968499948,0.8477810067127114,0.12458190947914907,0.49994317802126276,0.4999081966868978,3.49,3.5864075735497747,0.05433532263411942,-0.009097897488920648,639.854544,6966.169724649835,0.8904784916863675,0.00997006496941802,0.2673220957807694,0.7226830521911366
Bearing1_1,23,2803,463.1666666666667,0.5260048074132736,0.5260047157417065,3.722,3.6254421501925562,0.06282931344871018,0.07439996117128178,708.3035070000001,3828.1362565182485,0.7780845101069641,0.0349219741496138,0.8367424257340286,0.12824226792618648,0.4877977772441927,0.4876123465484023,3.151,3.263647507772552,0.01791142844550365,0.0036642580467947106,609.1434790000001,6734.247849446701,0.8932262740937084,0.011002467604453791,0.2936858358698863,0.695230518251041
Bearing1_1,24,2803,463.0,0.6357912506893477,0.6357912480252628,4.2379999999999995,3.505867684689335,0.046945625162240906,-0.04602630754458348,1034.830117,3717.9556323150023,0.7462428157204289,0.029950965290799925,0.8709037080951206,0.09913351766150533,0.49855720937082537,0.49850565015447057,3.726,4.013581515600273,-0.014236940792175521,0.11399167172563907,636.311785,6488.307197998864,0.895378067314197,0.009365749915058232,0.3298567060263762,0.6607743976708965
Bearing1_1,25,2803,462.8333333333333,0.5519133020400487,0.5519110480461905,3.402,3.246886772571331,0.043151780963476036,-0.022447293240000832,779.79723,3707.6377777996063,0.7875987546635045,0.03718667374768943,0.8345775352890642,0.1282351173162878,0.48233040413185646,0.48231452275952263,3.597,3.8272519919672163,-0.007582224982724511,0.033248540488528544,595.565104,6632.915824591422,0.8941412345452245,0.009985265468408399,0.2863403098720773,0.703673989471364
Bearing1_1,26,2803,462.6666666666667,0.5795730001475223,0.579565752576926,4.300000000000001,3.8442094428706883,0.0058071940978636155,0.12207560992791855,859.916448,3699.6402499486444,0.7746887775280686,0.0310385907195558,0.8658383929700071,0.10304558837292355,0.49578439232379534,0.49578377862733053,3.7729999999999997,3.8484470861557307,0.0485801635952436,0.08821186972240458,629.253539,6629.3054300155245,0.8957506963828719,0.009711873336340424,0.3124715984103628,0.6777935616279216
Bearing1_1,27,2803,462.5,0.5925108905908397,0.5924857604016206,4.521,4.003301943757844,-0.03500275896413662,0.2505427152993578,898.737038,3639.618742498406,0.756259537351519,0.03454358867238396,0.8700326003833644,0.09450229557800806,0.48550803811896365,0.48550803604075404,3.431,3.8392773211784923,0.06314316727114284,-0.06453753564280706,603.4382210000001,6643.152535692227,0.8802428557759455,0.010727720694576313,0.29063742665018977,0.6983993121666228
Bearing1_1,28,2803,462.3333333333333,0.5919874391615079,0.5919835462685887,5.08,4.43759415524236,0.05682399648938152,0.26930071366447583,897.149768,3677.122895205744,0.756779819900549,0.025958433789224092,0.8885272357177841,0.08551196548141704,0.48881897810884445,0.4888119612507058,3.583,3.760083143888771,-0.07133398602980143,-0.09825593854695214,611.6966229999999,6523.424437377471,0.8878385157887256,0.01000908927608882,0.33256080494765494,0.6574159351949048
Bearing1_1,29,2803,462.1666666666667,0.6241389944355343,0.6241251088237305,4.304,3.587341954214752,-0.055535726788961765,-0.03550816289327674,997.24668,3693.8717463704616,0.7554643316603201,0.033151616069813115,0.8666083526797854,0.10014692898558256,0.48951999568135623,0.48950883815357477,3.956,4.759764709420919,0.021026353811706536,0.3243327301100458,613.452355,6635.483556750873,0.8945563097607077,0.010618333285245352,0.327506845429338,0.6618691677874668
Bearing1_1,30,2803,462.0,0.6203274072516061,0.6203086786229114,3.9400000000000004,3.353068034210437,-0.036283341942328504,-0.1247337172945624,985.1035959999999,3698.5827963516854,0.7510685252432989,0.02852280598875712,0.8788502259839528,0.09256988975377718,0.5113656963373912,0.5113650527141043,3.531,3.6255853947167385,-0.021345054401193202,-0.09236420238139109,669.426881,6640.980001009342,0.8943201204383967,0.009979282093669932,0.3096601720715831,0.6803605458055709
Bearing1_1,31,2803,461.8333333333333,0.6007702240535686,0.6007257712770934,4.589,4.009852525223017,-0.08063537977320705,0.21968191315018748,923.967647,3665.232291476769,0.754252551359827,0.033679933158308376,0.8731605097705102,0.09309335935313644,0.5025935193604519,0.5025097447541147,3.9269999999999996,4.16638878007143,0.02605149301895022,0.013009452033057034,646.6566290000001,6774.3684109994465,0.8825528111182557,0.009888089812874448,0.2918535668314939,0.6981837517540662
Bearing1_1,32,2803,461.6666666666667,0.5678569073168874,0.5677621357336425,4.283,4.136605489398691,0.029644192024790787,0.07687274740138461,825.501356,3630.7239902256215,0.7689757518422816,0.033745309711777416,0.8636166417309614,0.10254529020717018,0.4842123295395575,0.48421120207653207,3.2430000000000003,3.422052473499918,0.06216907026322315,0.17669732046777975,600.2216450000001,6842.872164264094,0.8885051087326042,0.010131335671144643,0.2676948614600431,0.7221259257983027
Bearing1_1,33,2803,461.5,0.6286353887215744,0.6286275805206948,4.154,3.3119357219676466,0.03542146381851532,-0.07032455538318239,1011.667077,3634.6940198110606,0.7110843175354371,0.024160171240883814,0.895277468899453,0.08056183935116262,0.4818192035627835,0.48181908453613176,3.121,3.3726343574187867,-0.051913904657712145,-0.03323069156891911,594.303347,6639.3452193880685,0.8970398004005165,0.00855651812135606,0.2980842863902271,0.6932975687883522
Bearing1_1,34,2803,461.3333333333333,0.5577228681489131,0.5577199710322887,3.633,3.3134736004882273,-0.02353902319217345,-0.004235569145142559,796.3002819999999,3627.293566649244,0.7674595859717948,0.0269481105318813,0.854727698742564,0.11801499467795748,0.4753240584557813,0.47530989072425833,3.214,3.5260155049692603,-0.02139048919168368,-0.08078071059082603,578.388379,6810.716051705499,0.888187044742638,0.007657779234437278,0.25552807171342706,0.736767974707048
Bearing1_1,35,2803,461.1666666666667,0.576828943516295,0.576828942271819,4.216,3.9023700618733095,-0.009665770234952102,0.07711413624596863,851.7929730000001,3621.7982172995708,0.7498336171474261,0.030312093462883816,0.8632021479934855,0.1064677509548232,0.5053607367205628,0.5052987771592252,3.605,3.690433119324908,-0.02594412483027166,0.10757613629197049,653.797054,7032.547175895466,0.8787945036159345,0.007938770989399267,0.254188224165646,0.7378644244293818
Bearing1_1,36,2803,461.0,0.5764753135298814,0.5764746712288848,3.8360000000000003,3.425992325511137,0.014041073052530858,0.17970182538857182,850.748895,3558.4544260452235,0.752980520744035,0.029718066789049754,0.870116740940987,0.10012944771631689,0.4683833799623979,0.4683821570642421,3.2199999999999998,3.5099452079874847,-0.05215183883168704,0.0703242913642308,561.6204560000001,6586.962482624248,0.8875608280123979,0.007264121683214653,0.30110919242172796,0.6915672626960493
Bearing1_1,37,2803,460.8333333333333,0.5754230980738216,0.5754107126414172,4.072,3.6268964645076807,0.0051631595627498065,-0.09187453394558798,847.6460589999999,3684.7465963594727,0.7583828166676562,0.029347369212007462,0.8598193193274273,0.11073288393198016,0.4801122061234748,0.48004489784068227,3.487,3.7907805233594374,-0.019467555811972022,0.2956432894512484,590.09979,6651.236723799161,0.887127920569355,0.008408305026107496,0.28988062942150106,0.7016758256597327
Bearing1_1,38,2803,460.6666666666667,0.5601797583979182,0.5601632185214211,3.5949999999999998,3.2810896367561977,-0.022549370420596394,-0.06928347075596175,803.331486,3567.9600469417755,0.7572642765031228,0.03729207858511013,0.8539706503101152,0.108732469828874,0.4783371183884071,0.4783339186124688,3.658,4.400662041641418,-0.009641069395595735,-0.02738349308139343,585.744381,6577.664199210676,0.8878427066841071,0.00874003911775804,0.29072110114948063,0.700538463574235
Bearing1_1,39,2803,460.5,0.5491344030181728,0.5491182244082679,3.636,3.379864728560047,-0.014900287926774931,-0.07513833992021324,771.9643970000001,3660.116001947249,0.7731068615010714,0.03634539358554413,0.8492654111793723,0.11435083359671751,0.49387514790557135,0.4938630976482754,3.234,3.369272592590862,-0.004298762169245025,-0.10023437674816771,624.416414,6803.038613455403,0.8903632489243475,0.00966011642966967,0.2592363646450332,0.7311012455359638
Bearing1_1,40,2803,460.3333333333333,0.6003670134020106,0.6003620334664971,4.643000000000001,4.027536400273357,0.047769153409886175,0.08912651769934898,922.7278100000001,3606.6502471313456,0.754966317109602,0.030053539374074092,0.8752600326184758,0.09468440439307677,0.49083665299351376,0.49082742510250743,3.6790000000000003,3.767037340678048,-0.04398909658629945,0.15919072678762758,616.756787,6596.528484994578,0.8933925014048723,0.009594790758197093,0.2985845639572704,0.6918204979961509
Bearing1_1,41,2803,460.1666666666667,0.5599797335199953,0.5599697153151766,3.9989999999999997,3.710848581854615,0.006944485259619681,-0.01902285897739997,802.757893,3613.549074012975,0.7557230634503981,0.03703347997451746,0.8404884033506248,0.12247667532054966,0.4810872845863056,0.48107968819509556,3.183,3.3299570604481565,-0.06696679651446391,0.00010820414515411159,592.499137,6695.832011204291,0.888748304542412,0.009513109468323747,0.2767241807019718,0.7137620129508868
Bearing1_1,42,2803,460.0,0.6153249713058133,0.6153206756689065,3.896,3.271442073491845,-0.032664312890558676,-0.2614504711431622,969.27954,3555.0822275382807,0.7306722451761004,0.02686755669925874,0.8870010761671902,0.08612851234767469,0.4748856992411437,0.4748856649497648,3.59,3.923049278967614,-0.06662009388198441,-0.19629375490690082,577.322054,6685.459488223836,0.8985157363105979,0.00841991339337954,0.2834920357991046,0.7080652366331991
Bearing1_1,43,2803,459.8333333333333,0.5879477685267842,0.5879475535911117,4.325,3.682299884264928,-0.026515880500841645,0.18811915594938533,884.947401,3561.4855264709877,0.7447593708393071,0.02773378754953976,0.8800615886379678,0.09219098189621007,0.4701109061301386,0.4701104337974322,3.449,4.103287064491127,-0.04385583037966894,0.06679047054022114,565.770916,6489.592605808549,0.8941272810554134,0.008980205831926082,0.31400528628283364,0.6770111128841446
Bearing1_1,44,2803,459.6666666666667,0.5347987110382045,0.5347712224527578,3.582,3.679889198273351,0.09871751654721027,-0.214218112433457,732.1847329999999,3601.1692152708356,0.7628185435602467,0.0329372210541353,0.8513854393854874,0.11567388664212737,0.46090031417799554,0.460895915294283,3.0940000000000003,3.4237338345371375,-0.03474668394673361,0.011656342063258052,543.818495,6803.091781257201,0.8852760380152597,0.008527691566290865,0.27358888574458934,0.7178792758840179
Bearing1_1,45,2803,459.5,0.5902805477059192,0.5902795559803626,3.7350000000000003,3.1747615727524137,0.0017311664070548368,-0.23954304234552026,891.98368,3571.623543074502,0.731575323960284,0.02082570078308616,0.8800006063840884,0.09913928303142022,0.4813861970425876,0.48138179367989037,3.601,3.8513775662661534,0.018719469884746796,0.0916605434828055,593.235637,6616.1969735690245,0.8880752520858264,0.006614776803677675,0.30157441515348266,0.6917965971123562
Bearing1_1,46,2803,459.3333333333333,0.554294869138372,0.5542889621416734,3.836,3.5143749445635026,-0.0048597057852166085,0.1715217635362314,786.541573,3547.8710024052525,0.7596402901423023,0.02913960852557746,0.8600348600147623,0.11074459794478973,0.4671361363905334,0.46709299106635527,3.723,4.105869468416635,-0.04166397870776476,-0.09688396803747024,558.6333950000001,6636.086740567287,0.8864437338433933,0.008314790627790957,0.26479305860634295,0.7268840767664887
Bearing1_1,47,2803,459.1666666666667,0.4749359224871814,0.474935889667683,3.624,3.9900119369284943,-0.09051577084808721,0.32497885035901186,577.444174,3586.0933840836715,0.7979795753492872,0.04375974177400238,0.8148004257386301,0.14143979785199,0.45326045906299833,0.4532600711931965,2.966,3.377748862464103,0.03785700993360856,-0.0691351394960611,525.939312,6836.289900912626,0.8936095550658231,0.009798156763599809,0.2604418214036655,0.7297582309879583
Bearing1_1,48,2803,459.0,0.4538550799470576,0.45384792503663446,3.293,3.9528036134557993,-0.05219804857034523,0.21153792371317515,527.32015,3627.4895363616133,0.8134985250329506,0.04507820053359936,0.8001661505543277,0.15471209656747806,0.4511101350072397,0.45107160183804657,3.213,4.20961501999844,0.0614865242027921,-0.12682451216903123,520.960906,6885.225141733982,0.899945608628815,0.008924673975541749,0.2542641515600599,0.7368029082797494
Bearing1_1,49,2803,458.8333333333333,0.4047261801012816,0.4047129325742089,2.952,3.6592641465135367,0.03868785774670361,0.20794586435868911,419.33639900000003,3785.8275233499126,0.8331377503611836,0.054800630176146344,0.7285274265886605,0.2166614881664965,0.4597509533024374,0.45974880979698163,3.085,3.436643227492408,-0.04457893988656243,-0.13051164471929555,541.109604,6704.348689626659,0.8911468245427168,0.008449838757584302,0.27605572921834054,0.7154791634494208
Bearing1_1,50,2803,458.6666666666667,0.3807439674505691,0.3807436959547424,2.747,3.658626581341303,0.011710803027085813,-0.0076408138738726095,371.11288,3600.460052621448,0.8435715520769697,0.07403518059446779,0.7182386355485895,0.20737831178405938,0.43525356878562754,0.4352535469433885,2.71,3.1866481965208875,0.00690675582917171,-0.03252112384159167,484.980913,6742.782520801601,0.9047875120514508,0.011578005285778736,0.2555631498016769,0.7328168644019166
Bearing1_1,51,2803,458.5,0.41599387718976705,0.4159900384618084,2.706,3.4976476332517312,0.12866901253272026,-0.07349274766768454,443.010319,3563.7522345260545,0.8163321744707533,0.05168722617795174,0.7571204446496042,0.1911617383226449,0.4323613469946174,0.4323603708406189,2.9059999999999997,3.4091854192006443,-0.03953784085395475,-0.07330359228889316,478.557016,6625.671941616439,0.907478458230994,0.012573135776847533,0.28985740677220134,0.6975339463813183
Bearing1_1,52,2803,458.3333333333333,0.4101208872850784,0.4101204461009699,3.093,4.086599956161215,0.0664898052632028,0.11198847511321164,430.58980399999996,3568.877461024545,0.8181476620665687,0.05830590013502402,0.722945056511773,0.2183825396360165,0.448651293984259,0.44862519664846184,2.963,3.3366670732315384,-0.03328793542285636,-0.08978704564068041,515.297238,6678.063623806067,0.8968796223565565,0.011099184614839601,0.2784390394943904,0.7104389075227695
Bearing1_1,53,2803,458.1666666666667,0.39607058240924686,0.39596647754232966,2.7510000000000003,3.744282120068348,-0.0059107688785756144,-0.07650475173115012,401.59208,3599.214798279818,0.8362375727984221,0.08029358038774102,0.695305616022688,0.2243653528965626,0.44908046501991156,0.4490804394441029,3.5,3.968108476775958,-0.03983093520971005,0.15947548049475868,516.283556,6540.509418149526,0.9058667083810104,0.012908432510625808,0.2861624709983864,0.7009274848780956
Bearing1_1,54,2803,458.0,0.4093872722397156,0.4093869012089166,2.776,3.5076811063123476,0.0004997831583217602,-0.013251728965860021,429.050723,3540.7767181881786,0.8292579692930012,0.051401461847937195,0.7392832809349412,0.2091975304645411,0.4531131412241318,0.45311120621178874,3.2359999999999998,3.7187180125648065,0.0279809110746932,-0.18525035127742662,525.597488,6592.0619029303825,0.9011031693917548,0.011702945545903369,0.2906422382326523,0.6976518611320464
Bearing1_1,55,2803,457.8333333333333,0.3814209847112833,0.38142075698431777,2.5869999999999997,3.599697067111535,-0.015504095906305335,0.01845490221689783,372.433837,3590.380125839505,0.8422367708666116,0.0689155735651674,0.6915012277797754,0.23952514034684133,0.4451126670047989,0.4451123615247858,2.839,3.316014369872082,0.07600950159199527,-0.1695729919719029,507.200733,6597.208968329258,0.9019583162557958,0.012149516131217444,0.2793707706461296,0.7084796799379853
Bearing1_1,56,2803,457.6666666666667,0.4237143527594681,0.4236972389847894,2.811,3.3253534859600413,-0.050113104372715774,-0.08257526470658005,459.606663,3474.106462120445,0.8068746326408899,0.0543744035351911,0.7629444820789874,0.18255898322661465,0.4697075598677064,0.4697007541037263,3.199,3.734238385462682,-0.060926938441327606,0.03414029757983261,564.800491,6581.024416518587,0.8919406428701429,0.010285576121741821,0.29987218898966767,0.6898200043663691
Bearing1_1,57,2803,457.5,0.3755586604272028,0.3755260633484683,2.5359999999999996,3.6798512339669043,-0.027899684254565127,-0.03551210980131714,361.07342700000004,3682.1716075262416,0.8303439693172686,0.06748091485230777,0.6865870429181428,0.2458947314019632,0.45142742529946056,0.451426355446921,3.1550000000000002,3.697161285433303,0.0022941897885626304,-0.04092374225084905,521.6940040000001,6862.949799922332,0.8912404048504369,0.011052670641624403,0.26084351819603097,0.7281019527499011
Bearing1_1,58,2803,457.3333333333333,0.37780160550876435,0.37780028412759253,2.6399999999999997,3.848580786315027,-0.06586600457918175,-0.12140772705823277,365.399176,3669.880104389821,0.8430363407298965,0.0640797187376473,0.6856642901340418,0.2502400097961199,0.4433361829286552,0.44332845310601715,3.195,4.071402401843825,0.03569448256900966,0.0023818939307367337,503.16024600000003,6791.348510643464,0.900285172219005,0.010764648426740936,0.2499838017286576,0.7392176311900874
Bearing1_1,59,2803,457.1666666666667,0.3853048686389454,0.3852971412469473,2.666,3.680202653573926,-0.02040814815136312,-0.10429996873011671,380.057195,3675.7322534664536,0.8290582342504921,0.05328453685854428,0.686019855303567,0.2606822942124441,0.4457191349556635,0.44568296100021776,2.9299999999999997,3.315989564026726,-0.00888570862934323,-0.05266097425105487,508.583801,6630.901640289622,0.8995909250141443,0.011334166253475301,0.2684106938276803,0.7202449403070033
Bearing1_1,60,2803,457.0,0.38261968001038577,0.3826196669425789,2.746,3.653758740172625,0.01900287558436856,-0.004083308560157484,374.778418,3615.7087787128607,0.8416190472333043,0.07118048406662601,0.7020187562922332,0.22672947192936893,0.44245521048039427,0.4424423977531876,3.284,3.8037748457582596,0.015515305893892535,0.09988080746165329,501.16253,6625.143952073399,0.9052716649543023,0.011421725500078536,0.287000471196504,0.7015768304660206
